老   老,"老   老     old man   ロウ、お-いる、ふ-ける rō, o-iru, fu-keru    Strokes: 6"
労   力,労   力     labour   ロウ rō    Strokes: 7
録   金,録   金     record   ロク roku    Strokes: 16
圧   土,圧   土     pressure   アツ atsu    Strokes: 5
移   禾,"移   禾     shift   イ、うつ-る、うつ-す i, utsu-ru, utsu-su    Strokes: 11"
因   囗,"因   囗     cause   イン、よ-る in, yo-ru    Strokes: 6"
永   水,"永   水     eternity   エイ、なが-い ei, naga-i    Strokes: 5"
営   火,"営   火     manage   エイ、いとな-む ei, itona-mu    Strokes: 12"
衛   行,衛   行     defense   エイ ei    Strokes: 16
易   日,"易   日     easy   エキ、イ、やさ-しい eki, i, yasa-shii    Strokes: 8"
益   皿,"益   皿     benefit   エキ、（ヤク） eki, (yaku)    Strokes: 10"
液   水,液   水     fluid   エキ eki    Strokes: 11
演   水,演   水     perform   エン en    Strokes: 14
応   心,"応   心     respond   オウ、こた-える ō, kota-eru    Strokes: 7"
往   彳,往   彳     outward journey   オウ ō    Strokes: 8
桜   木,"桜   木     cherry tree   オウ、さくら ō, sakura    Strokes: 10"
恩   心,恩   心     grace   オン on    Strokes: 10
可   口,可   口     possible   カ ka    Strokes: 5
仮   人,"仮   人     temporary   カ、（ケ）、かり ka, (ke), kari    Strokes: 6"
価   人,"価   人     value   カ、あたい ka, atai    Strokes: 8"
河   水,"河   水     river   カ、かわ ka, kawa    Strokes: 8"
過   辵,"過   辵     go beyond   カ、す-ぎる、す-ごす、あやま-つ、あやま-ち ka, su-giru, su-gosu, ayama-tsu, ayama-chi    Strokes: 12"
賀   貝,賀   貝     congratulations   ガ ga    Strokes: 12
快   心,"快   心     cheerful   カイ、こころよ-い kai, kokoroyo-i    Strokes: 7"
解   角,"解   角     untie   カイ、ゲ、と-く、と-かす、と-ける kai, ge, to-ku, to-kasu, to-keru    Strokes: 13"
格   木,"格   木     status   カク、（コウ） kaku, (kō)    Strokes: 10"
確   石,"確   石     certain   カク、たし-か、たし-かめる kaku, tashi-ka, tashi-kameru    Strokes: 15"
額   頁,"額   頁     amount   ガク、ひたい gaku, hitai    Strokes: 18"
刊   刀,刊   刀     publish   カン kan    Strokes: 5
幹   干,"幹   干     tree-trunk   カン、みき kan, miki    Strokes: 13"
慣   心,"慣   心     accustomed   カン、な-れる、な-らす kan, na-reru, na-rasu    Strokes: 14"
眼   目,"眼   目     eyeball   ガン、（ゲン）、まなこ gan, (gen), manako    Strokes: 11"
基   土,"基   土     foundation   キ、もと、もとい ki, moto, motoi    Strokes: 11"
寄   宀,"寄   宀     approach   キ、よ-る、よ-せる ki, yo-ru, yo-seru    Strokes: 11"
規   見,規   見     rule   キ ki    Strokes: 11
技   手,"技   手     skill   ギ、わざ gi, waza    Strokes: 7"
義   羊,義   羊     righteousness   ギ gi    Strokes: 13
逆   辵,"逆   辵     inverted   ギャク、さか、さか-らう gyaku, saka, saka-rau    Strokes: 9"
久   丿,"久   丿     long time   キュウ、（ク）、ひさ-しい kyū, (ku), hisa-shii    Strokes: 3"
旧   臼,旧   臼     old times   キュウ kyū    Strokes: 5
居   尸,"居   尸     reside   キョ、い-る kyo, i-ru    Strokes: 8"
許   言,"許   言     permit   キョ、ゆる-す kyo, yuru-su    Strokes: 11"
境   土,"境   土     boundary   キョウ、（ケイ）、さかい kyō, (kei), sakai    Strokes: 14"
均   土,均   土     level   キン kin    Strokes: 7
禁   示,禁   示     prohibition   キン kin    Strokes: 13
句   口,句   口     phrase   ク ku    Strokes: 5
群   羊,"群   羊     flock   グン、む-れる、む-れ、（むら） gun, mu-reru, mu-re, (mura)    Strokes: 13"
経   糸,"経   糸     manage   ケイ、キョウ、へ-る kei, kyō, he-ru    Strokes: 11"
潔   水,"潔   水     undefiled   ケツ、いさぎよ-い ketsu, isagiyo-i    Strokes: 15"
件   人,件   人     affair   ケン ken    Strokes: 6
券   刀,券   刀     ticket   ケン ken    Strokes: 8
険   阜,"険   阜     precipitous   ケン、けわ-しい ken, kewa-shii    Strokes: 11"
検   木,検   木     examine   ケン ken    Strokes: 12
限   阜,"限   阜     limit   ゲン、かぎ-る gen, kagi-ru    Strokes: 9"
現   玉,"現   玉     appear   ゲン、あらわ-れる、あらわ-す gen, arawa-reru, arawa-su    Strokes: 11"
減   水,"減   水     decrease   ゲン、へ-る、へ-らす gen, he-ru, he-rasu    Strokes: 12"
故   攴,"故   攴     circumstances   コ、ゆえ ko, yue    Strokes: 9"
個   人,個   人     individual   コ ko    Strokes: 10
護   言,護   言     safeguard   ゴ go    Strokes: 20
効   力,"効   力     effect   コウ、き-く kō, ki-ku    Strokes: 8"
厚   厂,"厚   厂     thick   コウ、あつ-い kō, atsu-i    Strokes: 9"
耕   耒,"耕   耒     till   コウ、たがや-す kō, tagaya-su    Strokes: 10"
鉱   金,鉱   金     mineral   コウ kō    Strokes: 13
構   木,"構   木     construct   コウ、かま-える、かま-う kō, kama-eru, kama-u    Strokes: 14"
興   臼,"興   臼     entertain   コウ、キョウ、おこ-る、おこ-す kō, kyō, oko-ru, oko-su    Strokes: 16"
講   言,講   言     lecture   コウ kō    Strokes: 17
混   水,"混   水     mix   コン、ま-じる、ま-ざる、ま-ぜる、こ-む kon, ma-jiru, ma-zaru, ma-zeru, ko-mu    Strokes: 11"
査   木,査   木     investigate   サ sa    Strokes: 9
再   冂,"再   冂     again   サイ、（サ）、ふたた-び sai, (sa), futata-bi    Strokes: 6"
災   火,"災   火     disaster   サイ、わざわ-い sai, wazawa-i    Strokes: 7"
妻   女,"妻   女     wife   サイ、つま sai, tsuma    Strokes: 8"
採   手,"採   手     pick   サイ、と-る sai, to-ru    Strokes: 11"
際   阜,"際   阜     occasion   サイ、きわ sai, kiwa    Strokes: 14"
在   土,"在   土     exist   ザイ、あ-る zai, a-ru    Strokes: 6"
財   貝,"財   貝     wealth   ザイ、（サイ） zai, (sai)    Strokes: 10"
罪   网,"罪   网     guilt   ザイ、つみ zai, tsumi    Strokes: 13"
雑   隹,"雑   隹     miscellaneous   ザツ、ゾウ zatsu, zō    Strokes: 14"
酸   酉,"酸   酉     acid   サン、す-い san, su-i    Strokes: 14"
賛   貝,賛   貝     approve   サン san    Strokes: 15
支   支,"支   支     branch   シ、ささ-える shi, sasa-eru    Strokes: 4"
志   心,"志   心     intention   シ、こころざ-す、こころざし shi, kokoroza-su, kokorozashi    Strokes: 7"
枝   木,"枝   木     branch   シ、えだ shi, eda    Strokes: 8"
師   巾,師   巾     expert   シ shi    Strokes: 10
資   貝,資   貝     resources   シ shi    Strokes: 13
飼   食,"飼   食     domesticate   シ、か-う shi, ka-u    Strokes: 13"
示   示,"示   示     indicate   ジ、シ、しめ-す ji, shi, shime-su    Strokes: 5"
似   人,"似   人     becoming   ジ、に-る ji, ni-ru    Strokes: 7"
識   言,識   言     discriminating   シキ shiki    Strokes: 19
質   貝,"質   貝     quality   シツ、シチ、（チ） shitsu, shichi, (chi)    Strokes: 15"
舎   舌,舎   舌     cottage   シャ sha    Strokes: 8
謝   言,"謝   言     apologize   シャ、あやま-る sha, ayama-ru    Strokes: 17"
授   手,"授   手     instruct   ジュ、さず-ける、さず-かる ju, sazu-keru, sazu-karu    Strokes: 11"
修   人,"修   人     discipline   シュウ、（シュ）、おさ-める、おさ-まる shū, (shu), osa-meru, osa-maru    Strokes: 10"
述   辵,"述   辵     mention   ジュツ、の-べる jutsu, no-beru    Strokes: 8"
術   行,術   行     art   ジュツ jutsu    Strokes: 11
準   水,準   水     standard   ジュン jun    Strokes: 13
序   广,序   广     preface   ジョ jo    Strokes: 7
招   手,"招   手     beckon   ショウ、まね-く shō, mane-ku    Strokes: 8"
承   手,"承   手     acquiesce   ショウ、うけたまわ-る shō, uketamawa-ru    Strokes: 8"
証   言,証   言     evidence   ショウ shō    Strokes: 12
条   木,条   木     clause   ジョウ jō    Strokes: 7
状   犬,状   犬     form   ジョウ jō    Strokes: 7
常   巾,"常   巾     normal   ジョウ、つね、とこ jō, tsune, toko    Strokes: 11"
情   心,"情   心     feelings   ジョウ、（セイ）、なさ-け jō, (sei), nasa-ke    Strokes: 11"
織   糸,"織   糸     weave   ショク、シキ、お-る shoku, shiki, o-ru    Strokes: 18"
職   耳,職   耳     employment   ショク shoku    Strokes: 18
制   刀,制   刀     control   セイ sei    Strokes: 8
性   心,"性   心     gender   セイ、ショウ sei, shō    Strokes: 8"
政   攴,"政   攴     politics   セイ、（ショウ）、まつりごと sei, (shō), matsurigoto    Strokes: 9"
勢   力,"勢   力     power   セイ、いきお-い sei, ikio-i    Strokes: 13"
精   米,"精   米     refined   セイ、（ショウ） sei, (shō)    Strokes: 14"
製   衣,製   衣     manufacture   セイ sei    Strokes: 14
税   禾,税   禾     tax   ゼイ zei    Strokes: 12
責   貝,"責   貝     blame   セキ、せ-める seki, se-meru    Strokes: 11"
績   糸,績   糸     exploits   セキ seki    Strokes: 17
接   手,"接   手     contact   セツ、つ-ぐ setsu, tsu-gu    Strokes: 11"
設   言,"設   言     establish   セツ、もう-ける setsu, mō-keru    Strokes: 11"
舌   舌,"舌   舌     tongue   ゼツ、した zetsu, shita    Strokes: 6"
絶   糸,"絶   糸     discontinue   ゼツ、た-える、た-やす、た-つ zetsu, ta-eru, ta-yasu, ta-tsu    Strokes: 12"
銭   金,"銭   金     coin   セン、ぜに sen, zeni    Strokes: 14"
祖   示,祖   示     ancestor   ソ so    Strokes: 9
素   糸,"素   糸     elementary   ソ、ス so, su    Strokes: 10"
総   糸,総   糸     whole   ソウ sō    Strokes: 14
造   辵,"造   辵     create   ゾウ、つく-る zō, tsuku-ru    Strokes: 10"
像   人,像   人     statue   ゾウ zō    Strokes: 14
増   土,"増   土     increase   ゾウ、ま-す、ふ-える、ふ-やす zō, ma-su, fu-eru, fu-yasu    Strokes: 14"
則   刀,則   刀     rule   ソク soku    Strokes: 9
測   水,"測   水     fathom   ソク、はか-る soku, haka-ru    Strokes: 12"
属   尸,属   尸     belong   ゾク zoku    Strokes: 12
率   玄,"率   玄     rate   ソツ、リツ、ひき-いる sotsu, ritsu, hiki-iru    Strokes: 11"
損   手,"損   手     loss   ソン、そこ-なう、そこ-ねる son, soko-nau, soko-neru    Strokes: 13"
退   辵,"退   辵     retreat   タイ、しりぞ-く、しりぞ-ける tai, shirizo-ku, shirizo-keru    Strokes: 9"
貸   貝,"貸   貝     lend   タイ、か-す tai, ka-su    Strokes: 12"
態   心,態   心     condition   タイ tai    Strokes: 14
団   囗,"団   囗     group   ダン、（トン） dan, (ton)    Strokes: 6"
断   斤,"断   斤     cut off   ダン、た-つ、ことわ-る dan, ta-tsu, kotowa-ru    Strokes: 11"
築   竹,"築   竹     fabricate   チク、きず-く chiku, kizu-ku    Strokes: 16"
張   弓,"張   弓     stretch   チョウ、は-る chō, ha-ru    Strokes: 11"
提   手,"提   手     present   テイ、さ-げる tei, sa-geru    Strokes: 12"
程   禾,"程   禾     extent   テイ、ほど tei, hodo    Strokes: 12"
適   辵,適   辵     suitable   テキ teki    Strokes: 14
敵   攴,"敵   攴     enemy   テキ、かたき teki, kataki    Strokes: 15"
統   糸,"統   糸     unite   トウ、す-べる tō, su-beru    Strokes: 12"
銅   金,銅   金     copper   ドウ dō    Strokes: 14
導   寸,"導   寸     guide   ドウ、みちび-く dō, michibi-ku    Strokes: 15"
徳   彳,徳   彳     benevolence   トク toku    Strokes: 14
独   犬,"独   犬     alone   ドク、ひと-り doku, hito-ri    Strokes: 9"
任   人,"任   人     responsibility   ニン、まか-せる、まか-す nin, maka-seru, maka-su    Strokes: 6"
燃   火,"燃   火     burn   ネン、も-える、も-やす、も-す nen, mo-eru, mo-yasu, mo-su    Strokes: 16"
能   肉,能   肉     ability   ノウ nō    Strokes: 10
破   石,"破   石     rend   ハ、やぶ-る、やぶ-れる ha, yabu-ru, yabu-reru    Strokes: 10"
犯   犬,"犯   犬     crime   ハン、おか-す han, oka-su    Strokes: 5"
判   刀,"判   刀     judge   ハン、バン han, ban    Strokes: 7"
版   片,版   片     printing block   ハン han    Strokes: 8
比   比,"比   比     compare   ヒ、くら-べる hi, kura-beru    Strokes: 4"
肥   肉,"肥   肉     fertilizer   ヒ、こ-える、こえ、こ-やす、こ-やし hi, ko-eru, koe, ko-yasu, ko-yashi    Strokes: 8"
非   非,非   非     negative   ヒ hi    Strokes: 8
備   人,"備   人     provide   ビ、そな-える、そな-わる bi, sona-eru, sona-waru    Strokes: 12"
俵   人,"俵   人     bag   ヒョウ、たわら hyō, tawara    Strokes: 10"
評   言,評   言     evaluate   ヒョウ hyō    Strokes: 12
貧   貝,"貧   貝     poor   ヒン、ビン、まず-しい hin, bin, mazu-shii    Strokes: 11"
布   巾,"布   巾     linen   フ、ぬの fu, nuno    Strokes: 5"
婦   女,婦   女     lady   フ fu    Strokes: 11
富   宀,"富   宀     rich   フ、（フウ）、と-む、とみ fu, (fū), to-mu, tomi    Strokes: 12"
武   止,"武   止     military   ブ、ム bu, mu    Strokes: 8"
復   彳,復   彳     again   フク fuku    Strokes: 12
複   衣,複   衣     duplicate   フク fuku    Strokes: 14
仏   人,"仏   人     Buddha   ブツ、ほとけ butsu, hotoke    Strokes: 4"
編   糸,"編   糸     compile   ヘン、あ-む hen, a-mu    Strokes: 15"
弁   辛 瓜 辛,弁   辛 瓜 辛     valve   ベン ben    Strokes: 5
保   人,"保   人     preserve   ホ、たも-つ ho, tamo-tsu    Strokes: 9"
墓   土,"墓   土     grave   ボ、はか bo, haka    Strokes: 13"
報   土,"報   土     report   ホウ、むく-いる hō, muku-iru    Strokes: 12"
豊   豆,"豊   豆     bountiful   ホウ、ゆた-か hō, yuta-ka    Strokes: 13"
防   阜,"防   阜     prevent   ボウ、ふせ-ぐ bō, fuse-gu    Strokes: 7"
貿   貝,貿   貝     trade   ボウ bō    Strokes: 12
暴   日,"暴   日     outburst   ボウ、（バク）、あば-く、あば-れる bō, (baku), aba-ku, aba-reru    Strokes: 15"
務   力,"務   力     duty   ム、つと-める、つと-まる mu, tsuto-meru, tsuto-maru    Strokes: 11"
夢   夕,"夢   夕     dream   ム、ゆめ mu, yume    Strokes: 13"
迷   辵,"迷   辵     astray   メイ、まよ-う mei, mayo-u    Strokes: 9"
綿   糸,"綿   糸     cotton   メン、わた men, wata    Strokes: 14"
輸   車,輸   車     transport   ユ yu    Strokes: 16
余   食,"余   食     leave over   ヨ、あま-る、あま-す yo, ama-ru, ama-su    Strokes: 7"
預   頁,"預   頁     deposit   ヨ、あず-ける、あず-かる yo, azu-keru, azu-karu    Strokes: 13"
容   宀,容   宀     contain   ヨウ yō    Strokes: 10
略   田,略   田     abbreviation   リャク ryaku    Strokes: 11
留   田,"留   田     detain   リュウ、（ル）、と-める、と-まる ryū, (ru), to-meru, to-maru    Strokes: 10"
領   頁,領   頁     territory   リョウ ryō    Strokes: 14
異   田,"異   田     uncommon   イ、こと i, koto    Strokes: 11"
遺   辵,"遺   辵     bequeath   イ、（ユイ） i, (yui)    Strokes: 15"
域   土,域   土     range   イキ iki    Strokes: 11
宇   宀,宇   宀     eaves   ウ u    Strokes: 6
映   日,"映   日     reflect   エイ、うつ-る、うつ-す、は-える ei, utsu-ru, utsu-su, ha-eru    Strokes: 9"
延   廴,"延   廴     prolong   エン、の-びる、の-べる、の-ばす en, no-biru, no-beru, no-basu    Strokes: 8"
沿   水,"沿   水     run alongside   エン、そ-う en, so-u    Strokes: 8"
我   戈,"我   戈     ego   ガ、われ、わ ga, ware, wa    Strokes: 7"
灰   火,"灰   火     ashes   カイ、はい kai, hai    Strokes: 6"
拡   手,拡   手     broaden   カク kaku    Strokes: 8
革   革,"革   革     leather   カク、かわ kaku, kawa    Strokes: 9"
閣   門,閣   門     tall   カク kaku    Strokes: 14
割   刀,"割   刀     divide   カツ、わ-る、わり、わ-れる、さ-く katsu, wa-ru, wari, wa-reru, sa-ku    Strokes: 12"
株   木,株   木     stocks   かぶ kabu    Strokes: 10
干   干,"干   干     dry   カン、ほ-す、ひ-る kan, ho-su, hi-ru    Strokes: 3"
巻   卩,"巻   卩     scroll   カン、ま-く、まき kan, ma-ku, maki    Strokes: 9"
看   目,看   目     watch over   カン kan    Strokes: 9
簡   竹,簡   竹     simplicity   カン kan    Strokes: 18
危   卩,"危   卩     dangerous   キ、あぶ-ない、あや-うい、あや-ぶむ ki, abu-nai, aya-ui, aya-bumu    Strokes: 6"
机   木,"机   木     desk   キ、つくえ ki, tsukue    Strokes: 6"
揮   手,揮   手     brandish   キ ki    Strokes: 12
貴   貝,"貴   貝     precious   キ、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ ki, tatto-i, tōto-i, tatto-bu, tōto-bu    Strokes: 12"
疑   疋,"疑   疋     doubt   ギ、うたが-う gi, utaga-u    Strokes: 14"
吸   口,"吸   口     suck   キュウ、す-う kyū, su-u    Strokes: 6"
供   人,"供   人     offer   キョウ、（ク）、そな-える、とも kyō, (ku), sona-eru, tomo    Strokes: 8"
胸   肉,"胸   肉     bosom   キョウ、むね、（むな） kyō, mune, (muna)    Strokes: 10"
郷   邑,"郷   邑     home town   キョウ、ゴウ kyō, gō    Strokes: 11"
勤   力,"勤   力     diligence   キン、（ゴン）、つと-める、つと-まる kin, (gon), tsuto-meru, tsuto-maru    Strokes: 12"
筋   竹,"筋   竹     muscle   キン、すじ kin, suji    Strokes: 12"
系   糸,系   糸     lineage   ケイ kei    Strokes: 7
敬   攴,"敬   攴     respect   ケイ、うやま-う kei, uyama-u    Strokes: 12"
警   言,警   言     guard against   ケイ kei    Strokes: 19
劇   刀,劇   刀     drama   ゲキ geki    Strokes: 15
激   水,"激   水     violent   ゲキ、はげ-しい geki, hage-shii    Strokes: 16"
穴   穴,"穴   穴     hole   ケツ、あな ketsu, ana    Strokes: 5"
絹   糸,"絹   糸     silk   ケン、きぬ ken, kinu    Strokes: 13"
権   木,"権   木     rights   ケン、（ゴン） ken, (gon)    Strokes: 15"
憲   心,憲   心     constitution   ケン ken    Strokes: 16
源   水,"源   水     origin   ゲン、みなもと gen, minamoto    Strokes: 13"
厳   口,"厳   口     strict   ゲン、（ゴン）、おごそ-か、きび-しい gen, (gon), ogoso-ka, kibi-shii    Strokes: 17"
己   己,"己   己     self   コ、キ、おのれ ko, ki, onore    Strokes: 3"
呼   口,"呼   口     call   コ、よ-ぶ ko, yo-bu    Strokes: 8"
誤   言,"誤   言     mistake   ゴ、あやま-る go, ayama-ru    Strokes: 14"
后   口,后   口     empress   コウ kō    Strokes: 6
孝   子,孝   子     filial piety   コウ kō    Strokes: 7
皇   白,"皇   白     emperor   コウ、オウ kō, ō    Strokes: 9"
紅   糸,"紅   糸     deep red   コウ、（ク）、べに、くれない kō, (ku), beni, kurenai    Strokes: 9"
降   阜,"降   阜     descend   コウ、お-りる、お-ろす、ふ-る kō, o-riru, o-rosu, fu-ru    Strokes: 10"
鋼   金,"鋼   金     steel   コウ、はがね kō, hagane    Strokes: 16"
刻   刀,"刻   刀     engrave   コク、きざ-む koku, kiza-mu    Strokes: 8"
穀   禾,穀   禾     cereals   コク koku    Strokes: 14
骨   骨,"骨   骨     bone   コツ、ほね kotsu, hone    Strokes: 10"
困   囗,"困   囗     become distressed   コン、こま-る kon, koma-ru    Strokes: 7"
砂   石,"砂   石     sand   サ、シャ、すな sa, sha, suna    Strokes: 9"
座   广,"座   广     sit   ザ、すわ-る za, suwa-ru    Strokes: 10"
済   水,"済   水     settle   サイ、す-む、す-ます sai, su-mu, su-masu    Strokes: 11"
裁   衣,"裁   衣     judge   サイ、た-つ、さば-く sai, ta-tsu, saba-ku    Strokes: 12"
策   竹,策   竹     scheme   サク saku    Strokes: 12
冊   冂,"冊   冂     counter for books   サツ、サク satsu, saku    Strokes: 5"
蚕   虫,"蚕   虫     silkworm   サン、かいこ san, kaiko    Strokes: 10"
至   至,"至   至     climax   シ、いた-る shi, ita-ru    Strokes: 6"
私   禾,"私   禾     me   シ、わたくし、わたし shi, watakushi, watashi    Strokes: 7"
姿   女,"姿   女     figure   シ、すがた shi, sugata    Strokes: 9"
視   見,視   見     look at   シ shi    Strokes: 11
詞   言,詞   言     poetry   シ shi    Strokes: 12
誌   言,誌   言     document   シ shi    Strokes: 14
磁   石,磁   石     magnet   ジ ji    Strokes: 14
射   寸,"射   寸     shoot   シャ、い-る sha, i-ru    Strokes: 10"
捨   手,"捨   手     throw away   シャ、す-てる sha, su-teru    Strokes: 11"
尺   尸,尺   尸     shaku   シャク shaku    Strokes: 4
若   艸,"若   艸     young   ジャク、（ニャク）、わか-い、も-しくは jaku, (nyaku), waka-i, mo-shikuha    Strokes: 8"
樹   木,樹   木     trees   ジュ ju    Strokes: 16
収   攴,"収   攴     take in   シュウ、おさ-める、おさ-まる shū, osa-meru, osa-maru    Strokes: 4"
宗   宀,"宗   宀     religion   シュウ、ソウ shū, sō    Strokes: 8"
就   尢,"就   尢     concerning   シュウ、（ジュ）、つ-く、つ-ける shū, (ju), tsu-ku, tsu-keru    Strokes: 12"
衆   血,"衆   血     masses   シュウ、（シュ） shū, (shu)    Strokes: 12"
従   彳,"従   彳     obey   ジュウ、（ショウ）、（ジュ）、したが-う、したが-える jū, (shō), (ju), shitaga-u, shitaga-eru    Strokes: 10"
縦   糸,"縦   糸     vertical   ジュウ、たて jū, tate    Strokes: 16"
縮   糸,"縮   糸     shrink   シュク、ちぢ-む、ちぢ-まる、ちぢ-める、ちぢ-れる、ちぢ-らす shuku, chiji-mu, chiji-maru, chiji-meru, chiji-reru, chiji-rasu    Strokes: 17"
熟   火,"熟   火     ripen   ジュク、う-れる juku, u-reru    Strokes: 15"
純   糸,純   糸     genuine   ジュン jun    Strokes: 10
処   虍,処   虍     dispose   ショ sho    Strokes: 5
署   网,署   网     government office   ショ sho    Strokes: 13
諸   言,諸   言     various   ショ sho    Strokes: 15
除   阜,"除   阜     exclude   ジョ、（ジ）、のぞ-く jo, (ji), nozo-ku    Strokes: 10"
将   寸,将   寸     leader   ショウ shō    Strokes: 10
傷   人,"傷   人     wound   ショウ、きず、いた-む、いた-める shō, kizu, ita-mu, ita-meru    Strokes: 13"
障   阜,"障   阜     hurt   ショウ、さわ-る shō, sawa-ru    Strokes: 14"
城   土,"城   土     castle   ジョウ、しろ jō, shiro    Strokes: 9"
蒸   艸,"蒸   艸     steam   ジョウ、む-す、む-れる、む-らす jō, mu-su, mu-reru, mu-rasu    Strokes: 13"
針   金,"針   金     needle   シン、はり shin, hari    Strokes: 10"
仁   人,"仁   人     humanity   ジン、（ニ） jin, (ni)    Strokes: 4"
垂   土,"垂   土     droop   スイ、た-れる、た-らす sui, ta-reru, ta-rasu    Strokes: 8"
推   手,"推   手     infer   スイ、お-す sui, o-su    Strokes: 11"
寸   寸,寸   寸     measurement   スン sun    Strokes: 3
盛   皿,"盛   皿     prosper   セイ、（ジョウ）、も-る、さか-る、さか-ん sei, (jō), mo-ru, saka-ru, saka-n    Strokes: 11"
聖   耳,聖   耳     holy   セイ sei    Strokes: 13
誠   言,"誠   言     sincerity   セイ、まこと sei, makoto    Strokes: 13"
宣   宀,宣   宀     proclaim   セン sen    Strokes: 9
専   寸,"専   寸     specialty   セン、もっぱ-ら sen, moppa-ra    Strokes: 9"
泉   水,"泉   水     spring   セン、いずみ sen, izumi    Strokes: 9"
洗   水,"洗   水     wash   セン、あら-う sen, ara-u    Strokes: 9"
染   木,"染   木     dye   セン、そ-める、そ-まる、し-みる、し-み sen, so-meru, so-maru, shi-miru, shi-mi    Strokes: 9"
善   口,"善   口     good   ゼン、よ-い zen, yo-i    Strokes: 12"
奏   大,"奏   大     play music   ソウ、かな-でる sō, kana-deru    Strokes: 9"
窓   穴,"窓   穴     window   ソウ、まど sō, mado    Strokes: 11"
創   刀,"創   刀     create   ソウ、つく-る sō, tsuku-ru    Strokes: 12"
装   衣,"装   衣     attire   ソウ、ショウ、よそお-う sō, shō, yosoo-u    Strokes: 12"
層   尸,層   尸     stratum   ソウ sō    Strokes: 14
操   手,"操   手     maneuver   ソウ、みさお、あやつ-る sō, misao, ayatsu-ru    Strokes: 16"
蔵   艸,"蔵   艸     warehouse   ゾウ、くら zō, kura    Strokes: 15"
臓   肉,臓   肉     entrails   ゾウ zō    Strokes: 19
存   子,"存   子     suppose   ソン、ゾン son, zon    Strokes: 6"
尊   寸,"尊   寸     revered   ソン、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ son, tatto-i, tōto-i, tatto-bu, tōto-bu    Strokes: 12"
宅   宀,宅   宀     home   タク taku    Strokes: 6
担   手,"担   手     shouldering   タン、かつ-ぐ、にな-う tan, katsu-gu, nina-u    Strokes: 8"
探   手,"探   手     grope   タン、さぐ-る、さが-す tan, sagu-ru, saga-su    Strokes: 11"
誕   言,誕   言     nativity   タン tan    Strokes: 15
段   殳,段   殳     steps   ダン dan    Strokes: 9
暖   日,"暖   日     warmth   ダン、あたた-か、あたた-かい、あたた-まる、あたた-める dan, atata-ka, atata-kai, atata-maru, atata-meru    Strokes: 13"
値   人,"値   人     value   チ、ね、あたい chi, ne, atai    Strokes: 10"
宙   宀,宙   宀     mid-air   チュウ chū    Strokes: 8
忠   心,忠   心     loyalty   チュウ chū    Strokes: 8
著   艸,"著   艸     renowned   チョ、あらわ-す、いちじる-しい cho, arawa-su, ichijiru-shii    Strokes: 11"
庁   广,庁   广     government office   チョウ chō    Strokes: 5
頂   頁,"頂   頁     place on the head   チョウ、いただ-く、いただき chō, itada-ku, itadaki    Strokes: 11"
潮   水,"潮   水     tide   チョウ、しお chō, shio    Strokes: 15"
賃   貝,賃   貝     fare   チン chin    Strokes: 13
痛   疒,"痛   疒     pain   ツウ、いた-い、いた-む、いた-める tsū, ita-i, ita-mu, ita-meru    Strokes: 12"
展   尸,展   尸     expand   テン ten    Strokes: 10
討   言,"討   言     chastise   トウ、う-つ tō, u-tsu    Strokes: 10"
党   黑,党   黑     group   トウ tō    Strokes: 10
糖   米,糖   米     sugar   トウ tō    Strokes: 16
届   尸,"届   尸     deliver   とど-ける、とど-く todo-keru, todo-ku    Strokes: 8"
難   隹,"難   隹     difficult   ナン、かた-い、むずか-しい nan, kata-i, muzuka-shii    Strokes: 18"
乳   乙,"乳   乙     milk   ニュウ、ちち、ち nyū, chichi, chi    Strokes: 8"
認   言,"認   言     recognize   ニン、みと-める nin, mito-meru    Strokes: 14"
納   糸,"納   糸     settlement   ノウ、（ナッ）、（ナ）、（ナン）、（トウ）、おさ-める、おさ-まる nō, (na'), (na), (nan), (tō), osa-meru, osa-maru    Strokes: 10"
脳   肉,脳   肉     brain   ノウ nō    Strokes: 11
派   水,派   水     sect   ハ ha    Strokes: 9
拝   手,"拝   手     worship   ハイ、おが-む hai, oga-mu    Strokes: 8"
背   肉,"背   肉     back   ハイ、せ、せい、そむ-く、そむ-ける hai, se, sei, somu-ku, somu-keru    Strokes: 9"
肺   肉,肺   肉     lungs   ハイ hai    Strokes: 9
俳   人,俳   人     haiku   ハイ hai    Strokes: 10
班   玉,班   玉     squad   ハン han    Strokes: 10
晩   日,晩   日     nightfall   バン ban    Strokes: 12
否   口,"否   口     negate   ヒ、いな hi, ina    Strokes: 7"
批   手,批   手     criticism   ヒ hi    Strokes: 7
秘   示,"秘   示     secret   ヒ、ひ-める hi, hi-meru    Strokes: 10"
腹   肉,"腹   肉     abdomen   フク、はら fuku, hara    Strokes: 13"
奮   大,"奮   大     stirred up   フン、ふる-う fun, furu-u    Strokes: 16"
並   立,"並   立     line-up   ヘイ、なみ、なら-べる、なら-ぶ、なら-びに hei, nami, nara-beru, nara-bu, nara-bini    Strokes: 8"
陛   阜,陛   阜     highness   ヘイ hei    Strokes: 10
閉   門,"閉   門     closed   ヘイ、と-じる、と-ざす、し-める、し-まる hei, to-jiru, to-zasu, shi-meru, shi-maru    Strokes: 11"
