次   欠,"次   欠     next   ジ、シ、つ-ぐ、つぎ ji, shi, tsu-gu, tsugi    Strokes: 6"
事   亅,"事   亅     abstract thing   ジ、（ズ）、こと ji, (zu), koto    Strokes: 8"
持   手,"持   手     hold   ジ、も-つ ji, mo-tsu    Strokes: 9"
式   弋,式   弋     style   シキ shiki    Strokes: 6
実   宀,"実   宀     truth   ジツ、み、みの-る jitsu, mi, mino-ru    Strokes: 8"
写   宀,"写   宀     copy   シャ、うつ-す、うつ-る sha, utsu-su, utsu-ru    Strokes: 5"
者   老,"者   老     someone   シャ、もの sha, mono    Strokes: 8"
主   丶,"主   丶     master   シュ、（ス）、ぬし、おも shu, (su), nushi, omo    Strokes: 5"
守   宀,"守   宀     protect   シュ、（ス）、まも-る、も-り shu, (su), mamo-ru, mo-ri    Strokes: 6"
取   又,"取   又     take   シュ、と-る shu, to-ru    Strokes: 8"
酒   酉,"酒   酉     alcoholic drink   シュ、さけ、（さか） shu, sake, (saka)    Strokes: 10"
受   又,"受   又     accept   ジュ、う-ける、う-かる ju, u-keru, u-karu    Strokes: 8"
州   巛,"州   巛     state   シュウ、す shū, su    Strokes: 6"
拾   手,"拾   手     pick up   シュウ、ジュウ、ひろ-う shū, jū, hiro-u    Strokes: 9"
終   糸,"終   糸     end   シュウ、お-わる、お-える shū, o-waru, o-eru    Strokes: 11"
習   羽,"習   羽     learn   シュウ、なら-う shū, nara-u    Strokes: 11"
集   隹,"集   隹     collect   シュウ、あつ-まる、あつ-める、つど-う shū, atsu-maru, atsu-meru, tsudo-u    Strokes: 12"
住   人,"住   人     dwelling   ジュウ、す-む、す-まう jū, su-mu, su-mau    Strokes: 7"
重   里,"重   里     heavy   ジュウ、チョウ、え、おも-い、かさ-ねる、かさ-なる jū, chō, e, omo-i, kasa-neru, kasa-naru    Strokes: 9"
宿   宀,"宿   宀     inn   シュク、やど、やど-る、やど-す shuku, yado, yado-ru, yado-su    Strokes: 11"
所   戶,"所   戶     place   ショ、ところ sho, tokoro    Strokes: 8"
暑   日,"暑   日     hot   ショ、あつ-い sho, atsu-i    Strokes: 12"
助   力,"助   力     help   ジョ、たす-ける、たす-かる、すけ jo, tasu-keru, tasu-karu, suke    Strokes: 7"
昭   日,昭   日     shining   ショウ shō    Strokes: 9
消   水,"消   水     extinguish   ショウ、き-える、け-す shō, ki-eru, ke-su    Strokes: 10"
商   口,"商   口     sell   ショウ、あきな-う shō, akina-u    Strokes: 11"
章   立,章   立     chapter   ショウ shō    Strokes: 11
勝   力,"勝   力     win   ショウ、か-つ、まさ-る shō, ka-tsu, masa-ru    Strokes: 12"
乗   丿,"乗   丿     ride   ジョウ、の-る、の-せる jō, no-ru, no-seru    Strokes: 9"
植   木,"植   木     plant   ショク、う-える、う-わる shoku, u-eru, u-waru    Strokes: 12"
申   田,"申   田     say   シン、もう-す shin, mō-su    Strokes: 5"
身   身,"身   身     body   シン、み shin, mi    Strokes: 7"
神   示,"神   示     god   シン、ジン、かみ、（かん）、（こう） shin, jin, kami, (kan), (kō)    Strokes: 9"
真   目,"真   目     TRUE   シン、ま shin, ma    Strokes: 10"
深   水,"深   水     deep   シン、ふか-い、ふか-まる、ふか-める shin, fuka-i, fuka-maru, fuka-meru    Strokes: 11"
進   辵,"進   辵     advance   シン、すす-む、すす-める shin, susu-mu, susu-meru    Strokes: 11"
世   一,"世   一     world   セイ、セ、よ sei, se, yo    Strokes: 5"
整   攴,"整   攴     put in order   セイ、ととの-える、ととの-う sei, totono-eru, totono-u    Strokes: 16"
昔   日,"昔   日     long ago   セキ、（シャク）、むかし seki, (shaku), mukashi    Strokes: 8"
全   入,"全   入     whole   ゼン、まった-く、すべ-て zen, matta-ku, sube-te    Strokes: 6"
相   目,"相   目     mutual   ソウ、ショウ、あい sō, shō, ai    Strokes: 9"
送   辵,"送   辵     send   ソウ、おく-る sō, oku-ru    Strokes: 9"
想   心,"想   心     concept   ソウ、（ソ） sō, (so)    Strokes: 13"
息   心,"息   心     breath   ソク、いき soku, iki    Strokes: 10"
速   辵,"速   辵     fast   ソク、はや-い、はや-める、はや-まる、すみ-やか soku, haya-i, haya-meru, haya-maru, sumi-yaka    Strokes: 10"
族   方,族   方     tribe   ゾク zoku    Strokes: 11
他   人,"他   人     other   タ、ほか ta, hoka    Strokes: 5"
打   手,"打   手     hit   ダ、う-つ da, u-tsu    Strokes: 5"
対   寸,"対   寸     opposite   タイ、ツイ tai, tsui    Strokes: 7"
待   彳,"待   彳     wait   タイ、ま-つ tai, ma-tsu    Strokes: 9"
代   人,"代   人     substitute   ダイ、タイ、か-わる、か-える、よ、しろ dai, tai, ka-waru, ka-eru, yo, shiro    Strokes: 5"
第   竹,第   竹     ordinal number prefix   ダイ dai    Strokes: 11
題   頁,題   頁     topic   ダイ dai    Strokes: 18
炭   火,"炭   火     charcoal   タン、すみ tan, sumi    Strokes: 9"
短   矢,"短   矢     short   タン、みじか-い tan, mijika-i    Strokes: 12"
談   言,談   言     discuss   ダン dan    Strokes: 15
着   羊,"着   羊     wear   チャク、（ジャク）、き-る、き-せる、つ-く、つ-ける chaku, (jaku), ki-ru, ki-seru, tsu-ku, tsu-keru    Strokes: 12"
注   水,"注   水     pour   チュウ、そそ-ぐ chū, soso-gu    Strokes: 8"
柱   木,"柱   木     pillar   チュウ、はしら chū, hashira    Strokes: 9"
丁   一,"丁   一     ward   チョウ、テイ chō, tei    Strokes: 2"
帳   巾,帳   巾     account book   チョウ chō    Strokes: 11
調   言,"調   言     investigate   チョウ、しら-べる、ととの-う、ととの-える chō, shira-beru, totono-u, totono-eru    Strokes: 15"
追   辵,"追   辵     follow   ツイ、お-う tsui, o-u    Strokes: 9"
定   宀,"定   宀     decide   テイ、ジョウ、さだ-める、さだ-まる、さだ-か tei, jō, sada-meru, sada-maru, sada-ka    Strokes: 8"
庭   广,"庭   广     garden   テイ、にわ tei, niwa    Strokes: 10"
笛   竹,"笛   竹     flute   テキ、ふえ teki, fue    Strokes: 11"
鉄   金,鉄   金     iron   テツ tetsu    Strokes: 13
転   車,"転   車     revolve   テン、ころ-がる、ころ-げる、ころ-がす、ころ-ぶ ten, koro-garu, koro-geru, koro-gasu, koro-bu    Strokes: 11"
都   邑,"都   邑     metropolis   ト、ツ、みやこ to, tsu, miyako    Strokes: 11"
度   广,"度   广     degrees   ド、（ト）、（タク）、たび do, (to), (taku), tabi    Strokes: 9"
投   手,"投   手     throw   トウ、な-げる tō, na-geru    Strokes: 7"
豆   豆,"豆   豆     beans   トウ、（ズ）、まめ tō, (zu), mame    Strokes: 7"
島   山,"島   山     island   トウ、しま tō, shima    Strokes: 10"
湯   水,"湯   水     hot water   トウ、ゆ tō, yu    Strokes: 12"
登   癶,"登   癶     climb   トウ、ト、のぼ-る tō, to, nobo-ru    Strokes: 12"
等   竹,"等   竹     class   トウ、ひと-しい tō, hito-shii    Strokes: 12"
動   力,"動   力     move   ドウ、うご-く、うご-かす dō, ugo-ku, ugo-kasu    Strokes: 11"
童   立,"童   立     juvenile   ドウ、わらべ dō, warabe    Strokes: 12"
農   辰,農   辰     farming   ノウ nō    Strokes: 13
波   水,"波   水     wave   ハ、なみ ha, nami    Strokes: 8"
配   酉,"配   酉     distribute   ハイ、くば-る hai, kuba-ru    Strokes: 10"
倍   人,倍   人     double   バイ bai    Strokes: 10
箱   竹,箱   竹     box   はこ hako    Strokes: 15
畑   田,"畑   田     farm   はた、はたけ hata, hatake    Strokes: 9"
発   癶,"発   癶     departure   ハツ、ホツ hatsu, hotsu    Strokes: 9"
反   又,"反   又     anti-   ハン、（ホン）、（タン）、そ-る、そ-らす han, (hon), (tan), so-ru, so-rasu    Strokes: 4"
坂   土,"坂   土     slope   ハン、さか han, saka    Strokes: 7"
板   木,"板   木     board   ハン、バン、いた han, ban, ita    Strokes: 8"
皮   皮,"皮   皮     skin   ヒ、かわ hi, kawa    Strokes: 5"
悲   心,"悲   心     sad   ヒ、かな-しい、かな-しむ hi, kana-shii, kana-shimu    Strokes: 12"
美   羊,"美   羊     beauty   ビ、うつく-しい bi, utsuku-shii    Strokes: 9"
鼻   鼻,"鼻   鼻     nose   ビ、はな bi, hana    Strokes: 14"
筆   竹,"筆   竹     writing brush   ヒツ、ふで hitsu, fude    Strokes: 12"
氷   水,"氷   水     ice   ヒョウ、こおり、ひ hyō, koori, hi    Strokes: 5"
表   衣,"表   衣     express   ヒョウ、おもて、あらわ-す、あらわ-れる hyō, omote, arawa-su, arawa-reru    Strokes: 8"
秒   禾,秒   禾     second (part of time)   ビョウ byō    Strokes: 9
病   疒,"病   疒     sick   ビョウ、（ヘイ）、や-む、やまい byō, (hei), ya-mu, yamai    Strokes: 10"
品   口,"品   口     article   ヒン、しな hin, shina    Strokes: 9"
負   貝,"負   貝     lose   フ、ま-ける、ま-かす、お-う fu, ma-keru, ma-kasu, o-u    Strokes: 9"
部   邑,部   邑     part   ブ bu    Strokes: 11
服   月,服   月     clothes   フク fuku    Strokes: 8
福   示,福   示     luck   フク fuku    Strokes: 13
物   牛,"物   牛     thing   ブツ、モツ、もの butsu, motsu, mono    Strokes: 8"
平   干,"平   干     flat   ヘイ、ビョウ、たい-ら、ひら hei, byō, tai-ra, hira    Strokes: 5"
返   辵,"返   辵     return   ヘン、かえ-す、かえ-る hen, kae-su, kae-ru    Strokes: 7"
勉   力,勉   力     exertion   ベン ben    Strokes: 10
放   攴,"放   攴     release   ホウ、はな-す、はな-つ、はな-れる、ほう-る hō, hana-su, hana-tsu, hana-reru, hō-ru    Strokes: 8"
味   口,"味   口     flavor   ミ、あじ、あじ-わう mi, aji, aji-wau    Strokes: 8"
命   口,"命   口     fate   メイ、ミョウ、いのち mei, myō, inochi    Strokes: 8"
面   面,"面   面     face   メン、おも、おもて、つら men, omo, omote, tsura    Strokes: 9"
問   口,"問   口     question   モン、と-う、と-い、（とん） mon, to-u, to-i, (ton)    Strokes: 11"
役   彳,"役   彳     service   ヤク、エキ yaku, eki    Strokes: 7"
薬   艸,"薬   艸     medicine   ヤク、くすり yaku, kusuri    Strokes: 16"
由   田,"由   田     reason   ユ、ユウ、（ユイ）、よし yu, yū, (yui), yoshi    Strokes: 5"
油   水,"油   水     oil   ユ、あぶら yu, abura    Strokes: 8"
有   月,"有   月     have   ユウ、ウ、あ-る yū, u, a-ru    Strokes: 6"
遊   辵,"遊   辵     play   ユウ、（ユ）、あそ-ぶ yū, (yu), aso-bu    Strokes: 12"
予   豕,予   豕     in advance   ヨ yo    Strokes: 4
羊   羊,"羊   羊     sheep   ヨウ、ひつじ yō, hitsuji    Strokes: 6"
洋   水,洋   水     ocean   ヨウ yō    Strokes: 9
葉   艸,"葉   艸     leaf   ヨウ、は yō, ha    Strokes: 12"
陽   阜,陽   阜     sunshine   ヨウ yō    Strokes: 12
様   木,"様   木     formal title   ヨウ、さま yō, sama    Strokes: 14"
落   艸,"落   艸     fall   ラク、お-ちる、お-とす raku, o-chiru, o-tosu    Strokes: 12"
流   水,"流   水     stream   リュウ、（ル）、なが-れる、なが-す ryū, (ru), naga-reru, naga-su    Strokes: 10"
旅   方,"旅   方     trip   リョ、たび ryo, tabi    Strokes: 10"
両   入,両   入     both   リョウ ryō    Strokes: 6
緑   糸,"緑   糸     green   リョク、（ロク）、みどり ryoku, (roku), midori    Strokes: 14"
礼   示,"礼   示     thanks   レイ、ライ rei, rai    Strokes: 5"
列   刀,列   刀     row   レツ retsu    Strokes: 6
練   糸,"練   糸     practice   レン、ね-る ren, ne-ru    Strokes: 14"
路   足,"路   足     road   ロ、じ ro, ji    Strokes: 13"
和   口,"和   口     peace   ワ、（オ）、やわ-らぐ、やわ-らげる、なご-む、なご-やか wa, (o), yawa-ragu, yawa-rageru, nago-mu, nago-yaka    Strokes: 8"
愛   心,愛   心     love   アイ ai    Strokes: 13
案   木,案   木     plan   アン an    Strokes: 10
以   人,以   人     by means of   イ i    Strokes: 5
衣   衣,"衣   衣     clothes   イ、ころも i, koromo    Strokes: 6"
位   人,"位   人     rank   イ、くらい i, kurai    Strokes: 7"
囲   囗,"囲   囗     surround   イ、かこ-む、かこ-う i, kako-mu, kako-u    Strokes: 7"
胃   肉,胃   肉     stomach   イ i    Strokes: 9
印   卩,"印   卩     mark   イン、しるし in, shirushi    Strokes: 6"
英   艸,英   艸     England   エイ ei    Strokes: 8
栄   木,"栄   木     prosperity   エイ、さか-える、は-え、は-える ei, saka-eru, ha-e, ha-eru    Strokes: 9"
塩   鹵,"塩   鹵     salt   エン、しお en, shio    Strokes: 13"
億   人,億   人     hundred million   オク oku    Strokes: 15
加   力,"加   力     add   カ、くわ-える、くわ-わる ka, kuwa-eru, kuwa-waru    Strokes: 5"
果   木,"果   木     fruit   カ、は-たす、は-てる、は-て ka, ha-tasu, ha-teru, ha-te    Strokes: 8"
貨   貝,貨   貝     freight   カ ka    Strokes: 11
課   言,課   言     section   カ ka    Strokes: 15
芽   艸,"芽   艸     bud   ガ、め ga, me    Strokes: 8"
改   攴,"改   攴     reformation   カイ、あらた-める、あらた-まる kai, arata-meru, arata-maru    Strokes: 7"
械   木,械   木     contraption   カイ kai    Strokes: 11
害   宀,害   宀     harm   ガイ gai    Strokes: 10
街   行,"街   行     street   ガイ、（カイ）、まち gai, (kai), machi    Strokes: 12"
各   口,"各   口     each   カク、おのおの kaku, onoono    Strokes: 6"
覚   見,"覚   見     memorize   カク、おぼ-える、さ-ます、さ-める kaku, obo-eru, sa-masu, sa-meru    Strokes: 12"
完   宀,完   宀     perfect   カン kan    Strokes: 7
官   宀,官   宀     government official   カン kan    Strokes: 8
管   竹,"管   竹     pipe   カン、くだ kan, kuda    Strokes: 14"
関   門,"関   門     related   カン、せき、かか-わる kan, seki, kaka-waru    Strokes: 14"
観   見,観   見     observe   カン kan    Strokes: 18
願   頁,"願   頁     request   ガン、ねが-う gan, nega-u    Strokes: 19"
希   巾,希   巾     hope   キ ki    Strokes: 7
季   子,季   子     seasons   キ ki    Strokes: 8
紀   糸,紀   糸     chronicle   キ ki    Strokes: 9
喜   口,"喜   口     rejoice   キ、よろこ-ぶ ki, yoroko-bu    Strokes: 12"
旗   方,"旗   方     national flag   キ、はた ki, hata    Strokes: 14"
器   口,"器   口     container   キ、うつわ ki, utsuwa    Strokes: 15"
機   木,"機   木     machine   キ、はた ki, hata    Strokes: 16"
議   言,議   言     deliberation   ギ gi    Strokes: 20
求   水,"求   水     request   キュウ、もと-める kyū, moto-meru    Strokes: 7"
泣   水,"泣   水     cry   キュウ、な-く kyū, na-ku    Strokes: 8"
救   攴,"救   攴     salvation   キュウ、すく-う kyū, suku-u    Strokes: 11"
給   糸,給   糸     salary   キュウ kyū    Strokes: 12
挙   手,"挙   手     raise   キョ、あ-げる、あ-がる kyo, a-geru, a-garu    Strokes: 10"
漁   水,"漁   水     fishing   ギョ、リョウ gyo, ryō    Strokes: 14"
共   八,"共   八     together   キョウ、とも kyō, tomo    Strokes: 6"
協   十,協   十     cooperation   キョウ kyō    Strokes: 8
鏡   金,"鏡   金     mirror   キョウ、かがみ kyō, kagami    Strokes: 19"
競   立,"競   立     compete   キョウ、ケイ、きそ-う、せ-る kyō, kei, kiso-u, se-ru    Strokes: 20"
極   木,"極   木     poles   キョク、ゴク、きわ-める、きわ-まる、きわ-み kyoku, goku, kiwa-meru, kiwa-maru, kiwa-mi    Strokes: 12"
訓   言,訓   言     instruction   クン kun    Strokes: 10
軍   車,軍   車     army   グン gun    Strokes: 9
郡   邑,郡   邑     county   グン gun    Strokes: 10
径   彳,径   彳     diameter   ケイ kei    Strokes: 8
型   土,"型   土     model   ケイ、かた kei, kata    Strokes: 9"
景   日,景   日     scenery   ケイ kei    Strokes: 12
芸   艸,芸   艸     art   ゲイ gei    Strokes: 7
欠   缶,"欠   缶     lack   ケツ、か-ける、か-く ketsu, ka-keru, ka-ku    Strokes: 4"
結   糸,"結   糸     tie   ケツ、むす-ぶ、ゆ-う、ゆ-わえる ketsu, musu-bu, yu-u, yu-waeru    Strokes: 12"
建   廴,"建   廴     build   ケン、（コン）、た-てる、た-つ ken, (kon), ta-teru, ta-tsu    Strokes: 9"
健   人,"健   人     healthy   ケン、すこ-やか ken, suko-yaka    Strokes: 11"
験   馬,"験   馬     test   ケン、（ゲン） ken, (gen)    Strokes: 18"
固   囗,"固   囗     hard   コ、かた-める、かた-まる、かた-い ko, kata-meru, kata-maru, kata-i    Strokes: 8"
功   力,"功   力     achievement   コウ、（ク） kō, (ku)    Strokes: 5"
好   女,"好   女     like   コウ、この-む、す-く kō, kono-mu, su-ku    Strokes: 6"
候   人,"候   人     climate   コウ、そうろう kō, sōrō    Strokes: 10"
航   舟,航   舟     cruise   コウ kō    Strokes: 10
康   广,康   广     health   コウ kō    Strokes: 11
告   口,"告   口     tell   コク、つ-げる koku, tsu-geru    Strokes: 7"
差   工,"差   工     distinction   サ、さ-す sa, sa-su    Strokes: 10"
菜   艸,"菜   艸     vegetable   サイ、な sai, na    Strokes: 11"
最   曰,"最   曰     most   サイ、もっと-も sai, motto-mo    Strokes: 12"
材   木,材   木     lumber   ザイ zai    Strokes: 7
昨   日,昨   日     previous   サク saku    Strokes: 9
札   木,"札   木     tag   サツ、ふだ satsu, fuda    Strokes: 5"
刷   刀,"刷   刀     printing   サツ、す-る satsu, su-ru    Strokes: 8"
殺   殳,"殺   殳     kill   サツ、（サイ）、（セツ）、ころ-す satsu, (sai), (setsu), koro-su    Strokes: 10"
察   宀,察   宀     guess   サツ satsu    Strokes: 14
参   厶,"参   厶     participate   サン、まい-る san, mai-ru    Strokes: 8"
産   生,"産   生     give birth   サン、う-む、う-まれる、うぶ san, u-mu, u-mareru, ubu    Strokes: 11"
散   攴,"散   攴     scatter   サン、ち-る、ち-らす、ち-らかす、ち-らかる san, chi-ru, chi-rasu, chi-rakasu, chi-rakaru    Strokes: 12"
残   歹,"残   歹     remainder   ザン、のこ-る、のこ-す zan, noko-ru, noko-su    Strokes: 10"
士   士,士   士     gentleman   シ shi    Strokes: 3
氏   氏,"氏   氏     family name   シ、うじ shi, uji    Strokes: 4"
史   口,史   口     history   シ shi    Strokes: 5
司   口,司   口     director   シ shi    Strokes: 5
試   言,"試   言     test   シ、こころ-みる、ため-す shi, kokoro-miru, tame-su    Strokes: 13"
児   儿,"児   儿     child   ジ、（ニ） ji, (ni)    Strokes: 7"
治   水,"治   水     govern   ジ、チ、おさ-める、おさ-まる、なお-る、なお-す ji, chi, osa-meru, osa-maru, nao-ru, nao-su    Strokes: 8"
辞   辛,"辞   辛     resign   ジ、や-める ji, ya-meru    Strokes: 13"
失   大,"失   大     lose   シツ、うしな-う shitsu, ushina-u    Strokes: 5"
借   人,"借   人     borrow   シャク、か-りる shaku, ka-riru    Strokes: 10"
種   禾,"種   禾     kind   シュ、たね shu, tane    Strokes: 14"
周   口,"周   口     circumference   シュウ、まわ-り shū, mawa-ri    Strokes: 8"
祝   示,"祝   示     celebrate   シュク、（シュウ）、いわ-う shuku, (shū), iwa-u    Strokes: 9"
順   頁,順   頁     obey   ジュン jun    Strokes: 12
初   刀,"初   刀     first   ショ、はじ-め、はじ-めて、はつ、うい、そ-める sho, haji-me, haji-mete, hatsu, ui, so-meru    Strokes: 7"
松   木,"松   木     pine   ショウ、まつ shō, matsu    Strokes: 8"
笑   竹,"笑   竹     laugh   ショウ、わら-う、え-む shō, wara-u, e-mu    Strokes: 10"
唱   口,"唱   口     chant   ショウ、とな-える shō, tona-eru    Strokes: 11"
焼   火,"焼   火     bake   ショウ、や-く、や-ける shō, ya-ku, ya-keru    Strokes: 12"
象   豕,"象   豕     elephant   ショウ、ゾウ shō, zō    Strokes: 12"
照   火,"照   火     illuminate   ショウ、て-る、て-らす、て-れる shō, te-ru, te-rasu, te-reru    Strokes: 13"
賞   貝,賞   貝     prize   ショウ shō    Strokes: 15
臣   臣,"臣   臣     retainer   シン、ジン shin, jin    Strokes: 7"
信   人,信   人     trust   シン shin    Strokes: 9
成   戈,"成   戈     become   セイ、（ジョウ）、な-る、な-す sei, (jō), na-ru, na-su    Strokes: 6"
省   目,"省   目     government ministry   セイ、ショウ、かえり-みる、はぶ-く sei, shō, kaeri-miru, habu-ku    Strokes: 9"
清   水,"清   水     pure   セイ、（ショウ）、きよ-い、きよ-まる、きよ-める sei, (shō), kiyo-i, kiyo-maru, kiyo-meru    Strokes: 11"
静   靑,"静   靑     quiet   セイ、（ジョウ）、しず、しず-か、しず-まる、しず-める sei, (jō), shizu, shizu-ka, shizu-maru, shizu-meru    Strokes: 14"
席   巾,席   巾     seat   セキ seki    Strokes: 10
積   禾,"積   禾     accumulate   セキ、つ-む、つ-もる seki, tsu-mu, tsu-moru    Strokes: 16"
折   手,"折   手     fold   セツ、お-る、おり、お-れる setsu, o-ru, ori, o-reru    Strokes: 7"
節   竹,"節   竹     node   セツ、（セチ）、ふし setsu, (sechi), fushi    Strokes: 13"
説   言,"説   言     theory   セツ、（ゼイ）、と-く setsu, (zei), to-ku    Strokes: 14"
浅   水,"浅   水     shallow   セン、あさ-い sen, asa-i    Strokes: 9"
戦   戈,"戦   戈     war   セン、いくさ、たたか-う sen, ikusa, tataka-u    Strokes: 13"
選   辵,"選   辵     choose   セン、えら-ぶ sen, era-bu    Strokes: 15"
然   火,"然   火     so   ゼン、ネン zen, nen    Strokes: 12"
争   爪,"争   爪     conflict   ソウ、あらそ-う sō, araso-u    Strokes: 6"
倉   人,"倉   人     warehouse   ソウ、くら sō, kura    Strokes: 10"
巣   巛,"巣   巛     nest   ソウ、す sō, su    Strokes: 11"
束   木,"束   木     bundle   ソク、たば soku, taba    Strokes: 7"
側   人,"側   人     side   ソク、がわ soku, gawa    Strokes: 11"
続   糸,"続   糸     continue   ゾク、つづ-く、つづ-ける zoku, tsuzu-ku, tsuzu-keru    Strokes: 13"
卒   十,卒   十     graduate   ソツ sotsu    Strokes: 8
孫   子,"孫   子     grandchild   ソン、まご son, mago    Strokes: 10"
帯   巾,"帯   巾     sash   タイ、お-びる、おび tai, o-biru, obi    Strokes: 10"
隊   阜,隊   阜     group   タイ tai    Strokes: 12
達   辵,達   辵     attain   タツ tatsu    Strokes: 12
単   口,単   口     simple   タン tan    Strokes: 9
置   网,"置   网     put   チ、お-く chi, o-ku    Strokes: 13"
仲   人,"仲   人     relationship   チュウ、なか chū, naka    Strokes: 6"
貯   貝,貯   貝     savings   チョ cho    Strokes: 12
兆   儿,"兆   儿     portent, trillion   チョウ、きざ-す、きざ-し chō, kiza-su, kiza-shi    Strokes: 6"
腸   肉,腸   肉     intestines   チョウ chō    Strokes: 13
低   人,"低   人     low   テイ、ひく-い、ひく-める、ひく-まる tei, hiku-i, hiku-meru, hiku-maru    Strokes: 7"
底   广,"底   广     bottom   テイ、そこ tei, soko    Strokes: 8"
停   人,停   人     halt   テイ tei    Strokes: 11
的   白,"的   白     target   テキ、まと teki, mato    Strokes: 8"
典   八,典   八     code   テン ten    Strokes: 8
伝   人,"伝   人     transmit   デン、つた-わる、つた-える、つた-う den, tsuta-waru, tsuta-eru, tsuta-u    Strokes: 6"
徒   彳,徒   彳     junior   ト to    Strokes: 10
努   力,"努   力     toil   ド、つと-める do, tsuto-meru    Strokes: 7"
灯   火,"灯   火     lamp   トウ、ひ tō, hi    Strokes: 6"
堂   土,堂   土     public chamber   ドウ dō    Strokes: 11
働   人,"働   人     work   ドウ、はたら-く dō, hatara-ku    Strokes: 13"
特   牛,特   牛     special   トク toku    Strokes: 10
得   彳,"得   彳     acquire   トク、え-る、う-る toku, e-ru, u-ru    Strokes: 11"
毒   毋,毒   毋     poison   ドク doku    Strokes: 8
熱   火,"熱   火     heat   ネツ、あつ-い netsu, atsu-i    Strokes: 15"
念   心,念   心     thought   ネン nen    Strokes: 8
敗   攴,"敗   攴     failure   ハイ、やぶ-れる hai, yabu-reru    Strokes: 11"
梅   木,"梅   木     ume (Japanese apricot)   バイ、うめ bai, ume    Strokes: 10"
博   十,"博   十     Dr.   ハク、（バク） haku, (baku)    Strokes: 12"
飯   食,"飯   食     meal   ハン、めし han, meshi    Strokes: 12"
飛   飛,"飛   飛     fly   ヒ、と-ぶ、と-ばす hi, to-bu, to-basu    Strokes: 9"
費   貝,"費   貝     expense   ヒ、つい-やす、つい-える hi, tsui-yasu, tsui-eru    Strokes: 12"
必   心,"必   心     without fail   ヒツ、かなら-ず hitsu, kanara-zu    Strokes: 5"
票   示,票   示     ballot   ヒョウ hyō    Strokes: 11
標   木,標   木     signpost   ヒョウ hyō    Strokes: 15
不   一,"不   一     non-   フ、ブ fu, bu    Strokes: 4"
夫   大,"夫   大     husband   フ、（フウ）、おっと fu, (fū), otto    Strokes: 4"
付   人,"付   人     attach   フ、つ-ける、つ-く fu, tsu-keru, tsu-ku    Strokes: 5"
府   广,府   广     urban prefecture   フ fu    Strokes: 8
副   刀,副   刀     vice   フク fuku    Strokes: 11
粉   米,"粉   米     flour   フン、こ、こな fun, ko, kona    Strokes: 10"
兵   八,"兵   八     soldier   ヘイ、ヒョウ hei, hyō    Strokes: 7"
別   刀,"別   刀     separate   ベツ、わか-れる betsu, waka-reru    Strokes: 7"
辺   辵,"辺   辵     environs   ヘン、あた-り、べ hen, ata-ri, be    Strokes: 5"
変   言,"変   言     change   ヘン、か-わる、か-える hen, ka-waru, ka-eru    Strokes: 9"
便   人,"便   人     convenience   ベン、ビン、たよ-り ben, bin, tayo-ri    Strokes: 9"
包   勹,"包   勹     wrap   ホウ、つつ-む hō, tsutsu-mu    Strokes: 5"
法   水,"法   水     method   ホウ、（ハッ）、（ホッ） hō, (ha'), (ho')    Strokes: 8"
望   月,"望   月     hope   ボウ、モウ、のぞ-む bō, mō, nozo-mu    Strokes: 11"
牧   牛,"牧   牛     breed   ボク、まき boku, maki    Strokes: 8"
末   木,"末   木     end   マツ、バツ、すえ matsu, batsu, sue    Strokes: 5"
満   水,"満   水     full   マン、み-ちる、み-たす man, mi-chiru, mi-tasu    Strokes: 12"
未   木,未   木     not yet   ミ mi    Strokes: 5
脈   肉,脈   肉     vein   ミャク myaku    Strokes: 10
民   氏,"民   氏     people   ミン、たみ min, tami    Strokes: 5"
無   火,"無   火     nothing   ム、ブ、な-い mu, bu, na-i    Strokes: 12"
約   糸,約   糸     promise   ヤク yaku    Strokes: 9
勇   力,"勇   力     courage   ユウ、いさ-む yū, isa-mu    Strokes: 9"
要   襾,"要   襾     need   ヨウ、かなめ、い-る yō, kaname, i-ru    Strokes: 9"
養   食,"養   食     foster   ヨウ、やしな-う yō, yashina-u    Strokes: 15"
浴   水,"浴   水     bathe   ヨク、あ-びる、あ-びせる yoku, a-biru, a-biseru    Strokes: 10"
利   刀,"利   刀     profit   リ、き-く ri, ki-ku    Strokes: 7"
陸   阜,陸   阜     land   リク riku    Strokes: 11
良   艮,"良   艮     good   リョウ、よ-い ryō, yo-i    Strokes: 7"
料   斗,料   斗     fee   リョウ ryō    Strokes: 10
量   里,"量   里     quantity   リョウ、はか-る ryō, haka-ru    Strokes: 12"
輪   車,"輪   車     wheel   リン、わ rin, wa    Strokes: 15"
類   頁,"類   頁     sort   ルイ、たぐ-い rui, tagu-i    Strokes: 18"
令   人,令   人     orders   レイ rei    Strokes: 5
冷   冫,"冷   冫     cool   レイ、つめ-たい、ひ-える、ひ-や、ひ-やす、ひ-やかす、さ-める、さ-ます rei, tsume-tai, hi-eru, hi-ya, hi-yasu, hi-yakasu, sa-meru, sa-masu    Strokes: 7"
例   人,"例   人     example   レイ、たと-える rei, tato-eru    Strokes: 8"
歴   止,歴   止     curriculum   レキ reki    Strokes: 14
連   辵,"連   辵     take along   レン、つら-なる、つら-ねる、つ-れる ren, tsura-naru, tsura-neru, tsu-reru    Strokes: 10"
